timestamp,block_to_pick,stock_to_pick,color_to_pick,shape_to_pick
0,285.4394759742325,269.16666666666663,312.282146285837,312.282146285837
46,285.4394759742325,269.16666666666663,312.282146285837,312.282146285837
89,285.4394759742325,269.16666666666663,312.282146285837,312.282146285837
132,259.6859748918982,237.50000000000003,285.43947597423255,285.43947597423255
174,259.6859748918982,237.50000000000003,285.43947597423255,285.43947597423255
218,259.6859748918982,237.50000000000003,285.43947597423255,285.43947597423255
263,259.6859748918982,237.50000000000003,285.43947597423255,285.43947597423255
309,259.6859748918982,237.50000000000003,285.43947597423255,285.43947597423255
352,269.63195079383473,238.02719265757108,294.51702459752266,294.51702459752266
401,257.7479927715787,222.2314234206215,281.90448540044355,281.90448540044355
445,257.7479927715787,222.2314234206215,281.90448540044355,281.90448540044355
490,257.7479927715787,222.2314234206215,281.90448540044355,281.90448540044355
533,269.63195079383473,238.02719265757108,294.51702459752266,294.51702459752266
576,257.7479927715787,222.2314234206215,281.90448540044355,281.90448540044355
618,257.7479927715787,222.2314234206215,281.90448540044355,281.90448540044355
661,246.30886211331406,206.44140949808389,269.6319507938347,269.6319507938347
704,247.8308675062266,257.7479927715786,276.5172789457388,276.5172789457388
788,136.2034833948416,120.58307417617856,156.74200316301804,156.74200316301804
835,115.26840658027488,79.16666666666667,127.65241434806038,127.65241434806038
886,135.2800593008609,85.26510944629631,149.37136792422953,149.37136792422953
935,171.26368558453947,127.65241434806036,190.658580830878,190.658580830878
983,47.50000000000006,-31.666666666666742,31.666666666666742,31.666666666666742
1031,79.16666666666666,-63.33333333333334,63.33333333333334,63.33333333333334
1415,31.666666666666657,-15.833333333333343,15.833333333333343,15.833333333333343
1465,79.16666666666666,-63.33333333333334,63.33333333333334,63.33333333333334
1514,79.16666666666666,-63.33333333333334,15.833333333333314,15.833333333333314
1566,95.00000000000004,-79.16666666666673,0.0,0.0
1617,2.842170943040401e-14,96.3104067297218,65.28250573894628,65.28250573894628
1665,2.842170943040401e-14,111.95857368787003,15.833333333333286,15.833333333333286
1716,369.29362000686893,349.7697655442632,396.7821960611527,396.7821960611527
1767,80.73447563188574,-95.0,-15.833333333333343,-15.833333333333343
1815,79.1666666666667,-15.833333333333307,47.500000000000036,-15.833333333333307
1861,127.65241434806039,202.76560085204022,159.12303066774746,159.12303066774746
1909,65.28250573894624,134.35028842544398,96.31040672972176,96.31040672972176
1954,174.88488277213165,226.6988335018756,206.44140949808389,206.44140949808389
2001,190.0,247.8308675062267,221.66666666666666,221.66666666666666
2054,174.88488277213165,220.53281438874856,206.44140949808389,208.25498526779353
2100,150.20818885799804,174.88488277213162,180.52777564069686,174.88488277213162
2143,165.30485305775036,190.658580830878,195.84751721683887,190.658580830878
2190,165.30485305775036,190.658580830878,195.84751721683887,190.658580830878
2237,190.658580830878,255.30482869612072,222.2314234206215,222.2314234206215
2282,208.25498526779353,269.1666666666667,239.60181088167465,239.60181088167465
2330,206.4414094980839,269.1666666666667,238.02719265757108,238.02719265757108
2377,127.65241434806039,177.02204821873335,159.12303066774746,161.46895126377154
2425,110.83333333333331,155.9402485284383,142.49999999999997,150.20818885799798
2549,22.391714737574038,-47.5,15.833333333333343,-47.5
2591,135.28005930086093,-15.833333333333307,47.500000000000036,-15.833333333333307
2639,141.61763857498667,0.0,63.33333333333334,0.0
2686,47.50000000000006,-31.666666666666742,0.0,0.0
2736,79.16666666666666,-63.33333333333334,0.0,0.0
2788,79.16666666666666,-63.33333333333334,0.0,0.0
2844,80.73447563188574,-95.0,-15.833333333333343,-15.833333333333343
2892,432.1658953586124,459.16666666666663,463.51390366297414,459.16666666666663
2938,416.509970535587,443.33333333333326,447.83429475148006,443.33333333333326
2987,416.509970535587,443.33333333333326,447.83429475148006,443.33333333333326
3035,127.65241434806036,-79.16666666666666,-15.833333333333314,-31.666666666666686
3085,159.12303066774746,2.4868995751603507e-14,2.4868995751603507e-14,2.4868995751603507e-14
3136,412.8828189961677,444.46284684124294,444.46284684124294,444.46284684124294
3186,159.12303066774746,2.4868995751603507e-14,2.4868995751603507e-14,2.4868995751603507e-14
3235,380.32971806636994,419.20973933766794,411.9710413231601,412.8828189961677
3284,380.32971806636994,419.20973933766794,411.9710413231601,412.8828189961677
3335,364.510707052009,403.6723781594287,396.1498734345654,397.09797979284093
3384,380.32971806636994,414.3979903962426,411.9710413231601,414.3979903962426
3435,253.33333333333337,291.9522411476081,285.0,288.93122018916546
3485,238.02719265757105,280.56738148893135,269.6319507938346,271.0230105032084
3583,155.9402485284384,0.0,63.33333333333334,0.0
3633,31.666666666666657,-15.833333333333343,15.833333333333314,15.833333333333314
3679,15.833333333333371,-5.684341886080802e-14,0.0,0.0
3724,79.16666666666666,-63.33333333333334,15.833333333333314,15.833333333333314
3774,92.32340500171725,156.74200316301807,120.58307417617853,120.58307417617853
3822,0.0,31.666666666666657,161.46895126377154,161.46895126377154
3868,15.833333333333371,0.0,5.684341886080802e-14,5.684341886080802e-14
3914,15.833333333333371,-5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14
3959,31.666666666666657,0.0,15.833333333333343,15.833333333333343
4006,31.666666666666657,-15.833333333333343,15.833333333333343,15.833333333333343
4052,31.666666666666657,-15.833333333333343,15.833333333333343,15.833333333333343
4100,95.00000000000004,-15.833333333333371,79.16666666666673,79.16666666666673
4145,63.33333333333336,-47.50000000000004,47.50000000000004,47.50000000000004
4282,568.4585639155142,586.6885649322153,599.3706189736771,599.3706189736771
