timestamp,block_to_pick,stock_to_pick,color_to_pick,shape_to_pick
0,307.42772411667033,57.087895194846496,302.4954085969277,208.2549852677935
1630,304.5602476431297,111.95857368787003,291.0922915884621,206.44140949808389
1862,263.519185470643,115.26840658027488,247.8308675062267,168.31064203496527
2165,250.34698142999673,120.58307417617856,233.77636512036221,156.74200316301804
2206,250.34698142999673,120.58307417617856,233.77636512036221,156.74200316301804
2290,237.49999999999997,127.6524143480604,219.96369649962188,145.976120573804
2373,237.49999999999997,127.6524143480604,219.96369649962188,145.976120573804
2415,237.49999999999997,127.6524143480604,219.96369649962188,145.976120573804
2499,235.37942183254302,149.37136792422956,215.3566163883112,149.37136792422953
3585,247.32457307037743,184.64681000343452,223.9171473757401,170.53021889259264
4142,95.00000000000003,2.4868995751603507e-14,2.4868995751603507e-14,2.4868995751603507e-14
4406,95.00000000000003,2.4868995751603507e-14,2.4868995751603507e-14,2.4868995751603507e-14
5669,95.00000000000003,2.4868995751603507e-14,2.4868995751603507e-14,2.4868995751603507e-14
