timestamp,block_to_pick,stock_to_pick,color_to_pick,shape_to_pick
0,174.16666666666666,15.833333333333332,15.833333333333332,15.833333333333332
1088,286.75386270768485,326.4125286947314,318.2460613354948,318.2460613354948
1135,238.02719265757105,276.51727894573884,269.6319507938347,273.32571127584106
1179,190.658580830878,230.53681316054974,222.2314234206215,226.69883350187558
1223,145.97612057380405,191.31489458191407,177.02204821873335,177.02204821873335
1265,100.13879257199869,149.37136792422956,130.56501147789257,130.56501147789257
1306,85.26510944629634,136.2034833948416,115.26840658027488,115.26840658027488
1351,100.13879257199869,149.37136792422956,130.56501147789257,130.56501147789257
1393,85.26510944629634,136.2034833948416,115.26840658027488,115.26840658027488
1434,85.26510944629634,136.2034833948416,115.26840658027488,115.26840658027488
1475,92.32340500171726,145.97612057380405,120.58307417617856,111.95857368787003
1517,79.16666666666663,134.35028842544398,106.21322893123995,96.31040672972176
1557,79.16666666666663,134.35028842544398,106.21322893123995,96.31040672972176
1597,70.80881928749331,123.66228653518866,100.13879257199864,100.13879257199864
1639,79.16666666666663,134.35028842544398,106.21322893123995,96.31040672972176
1681,79.16666666666663,134.35028842544398,106.21322893123995,96.31040672972176
1722,79.16666666666663,134.35028842544398,106.21322893123995,96.31040672972176
1763,79.16666666666663,134.35028842544398,106.21322893123995,96.31040672972176
1804,79.16666666666663,134.35028842544398,106.21322893123995,96.31040672972176
1843,92.32340500171726,145.97612057380405,120.58307417617856,111.95857368787003
1885,92.32340500171726,145.97612057380405,120.58307417617856,111.95857368787003
1927,50.069396285999325,106.21322893123998,67.17514421272197,50.0693962859993
1970,100.13879257199869,149.37136792422956,130.56501147789257,130.56501147789257
2012,111.95857368787001,155.94024852843833,143.3769313538424,150.20818885799798
2056,95.00000000000004,-79.16666666666673,79.16666666666669,15.833333333333314
2103,191.31489458191407,-47.5,174.16666666666669,110.83333333333331
2148,191.31489458191407,-47.5,174.16666666666669,110.83333333333331
2193,184.64681000343452,-63.33333333333334,158.33333333333334,94.99999999999997
2237,177.02204821873335,-63.33333333333334,158.33333333333334,94.99999999999997
2471,47.50000000000006,-31.666666666666742,31.666666666666742,2.842170943040401e-14
2515,31.666666666666657,-15.833333333333343,15.833333333333343,15.833333333333314
2560,126.66666666666669,96.3104067297218,127.65241434806039,65.28250573894626
2603,127.65241434806039,-47.50000000000004,47.50000000000004,47.49999999999997
2646,155.94024852843836,-79.16666666666666,142.50000000000003,79.16666666666666
2692,177.02204821873337,79.16666666666667,185.32441525306075,127.65241434806036
2739,111.95857368787003,120.58307417617853,120.58307417617853,67.17514421272196
2786,110.83333333333334,111.95857368787003,111.95857368787003,50.0693962859993
2839,185.32441525306075,106.21322893123995,198.3910980305764,145.976120573804
2886,180.5277756406969,-47.5,174.16666666666669,110.83333333333331
2933,191.31489458191407,-47.5,174.16666666666669,110.83333333333331
2981,170.53021889259264,-63.33333333333334,158.33333333333334,94.99999999999997
3030,142.50000000000003,80.73447563188574,143.37693135384245,80.73447563188574
3073,220.5328143887486,111.95857368787003,233.77636512036221,180.52777564069686
3118,255.79532833888896,127.65241434806036,269.1666666666667,215.35661638831118
3381,281.90448540044355,205.83333333333334,302.4954085969277,259.6859748918982
3428,281.90448540044355,205.83333333333334,302.4954085969277,259.6859748918982
3474,246.3088621133141,211.24301434866697,269.63195079383473,233.7763651203622
3532,233.77636512036221,-15.833333333333307,205.83333333333337,142.5
3578,219.9636964996219,247.8308675062267,247.8308675062267,226.69883350187558
3620,219.96369649962196,-31.666666666666643,190.00000000000006,126.66666666666667
3661,219.9636964996219,247.8308675062267,247.8308675062267,226.69883350187558
3707,205.83333333333334,255.30482869612075,235.37942183254302,222.2314234206215
3750,177.02204821873337,220.5328143887486,208.25498526779353,208.25498526779353
3795,184.64681000343452,228.35158077938598,212.42645786248002,192.62081345944358
3917,63.33333333333336,-47.50000000000004,47.50000000000004,15.833333333333314
3957,79.16666666666666,-63.33333333333334,47.5,-15.833333333333371
3998,95.00000000000004,-79.16666666666669,31.666666666666686,-31.666666666666686
4041,63.33333333333336,-47.5,0.0,-47.5
4085,79.16666666666666,-47.5,0.0,-47.5
4129,95.00000000000004,-63.3333333333334,15.8333333333334,-47.49999999999997
4177,142.50000000000006,-63.3333333333334,15.8333333333334,-47.49999999999997
4692,79.16666666666666,47.5,47.5,47.5
4737,142.50000000000003,85.26510944629631,145.97612057380408,85.26510944629631
4778,95.00000000000004,-47.5,0.0,-47.5
4822,63.33333333333336,-47.50000000000004,15.8333333333334,-47.49999999999997
4864,47.50000000000006,-31.666666666666742,15.8333333333334,-31.666666666666742
4910,35.40440964374668,65.2825057389463,65.2825057389463,65.2825057389463
4952,95.00000000000004,-79.16666666666673,47.5,-15.833333333333371
4992,126.66666666666666,-110.83333333333334,95.00000000000003,31.666666666666657
5037,168.31064203496527,-110.83333333333334,110.83333333333334,47.49999999999997
5079,15.833333333333371,-5.684341886080802e-14,-5.684341886080802e-14,-5.684341886080802e-14
5122,22.391714737573956,50.06939628599928,50.06939628599928,50.06939628599928
5167,126.66666666666666,-110.83333333333334,95.00000000000003,31.666666666666657
5215,142.50000000000006,-79.16666666666669,31.666666666666686,-31.666666666666686
